"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Upright Row (Barbell)",0,"",0,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Upright Row (Barbell)",0,"",1,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Upright Row (Barbell)",0,"",2,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Front Raise (Dumbbell)",0,"",0,"normal",9.07,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Front Raise (Dumbbell)",0,"",1,"normal",9.07,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Front Raise (Dumbbell)",0,"",2,"normal",9.07,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Fly (Machine)",,"",0,"normal",34.02,10,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Fly (Machine)",,"",1,"normal",31.75,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Fly (Machine)",,"",2,"normal",31.75,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Seated Shoulder Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Seated Shoulder Press (Machine)",,"",1,"normal",27.22,10,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Seated Shoulder Press (Machine)",,"",2,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Rope Pushdown",,"",0,"normal",24.95,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Rope Pushdown",,"",1,"normal",24.95,11,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Rope Pushdown",,"",2,"normal",22.68,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Press (Machine)",,"",1,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Chest Press (Machine)",,"",2,"normal",27.22,10,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.68,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Incline Bench Press (Dumbbell)",,"",2,"normal",27.22,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Incline Bench Press (Dumbbell)",,"",3,"normal",31.75,9,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Extension (Machine)",,"",0,"normal",20.41,10,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Extension (Machine)",,"",1,"normal",20.41,12,,,
"Push Day","12 Dec 2025, 11:45","12 Dec 2025, 13:15","","Triceps Extension (Machine)",,"",2,"normal",20.41,8,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,10,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,7,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Back Extension (Weighted Hyperextension)",,"",0,"normal",15.88,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Back Extension (Weighted Hyperextension)",,"",1,"normal",15.88,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Back Extension (Weighted Hyperextension)",,"",2,"normal",15.88,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Lat Pulldown (Cable)",,"",0,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Lat Pulldown (Cable)",,"",1,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Lat Pulldown (Cable)",,"",2,"normal",38.56,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Hammer Curl (Cable)",,"",0,"normal",29.48,10,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Hammer Curl (Cable)",,"",1,"normal",29.48,8,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Hammer Curl (Cable)",,"",2,"normal",27.22,10,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",29.48,13,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",31.75,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",31.75,15,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Preacher Curl (Machine)",,"",0,"normal",22.68,12,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Preacher Curl (Machine)",,"",1,"normal",22.68,9,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","Preacher Curl (Machine)",,"",2,"normal",20.41,8,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","T Bar Row",,"",0,"normal",29.48,10,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","T Bar Row",,"",1,"normal",29.48,11,,,
"Pull Day","10 Dec 2025, 12:04","10 Dec 2025, 13:41","","T Bar Row",,"",2,"normal",29.48,9,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,15,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Upright Row (Barbell)",0,"",0,"normal",22.68,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Upright Row (Barbell)",0,"",1,"normal",22.68,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Upright Row (Barbell)",0,"",2,"normal",27.22,10,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Front Raise (Dumbbell)",0,"",0,"normal",4.54,15,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Front Raise (Dumbbell)",0,"",1,"normal",9.07,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Front Raise (Dumbbell)",0,"",2,"normal",9.07,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Fly (Machine)",,"",0,"normal",31.75,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Fly (Machine)",,"",1,"normal",34.02,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Fly (Machine)",,"",2,"normal",34.02,10,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Seated Shoulder Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Seated Shoulder Press (Machine)",,"",1,"normal",27.22,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Seated Shoulder Press (Machine)",,"",2,"normal",27.22,10,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Rope Pushdown",,"",0,"normal",22.68,14,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Rope Pushdown",,"",1,"normal",24.95,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Rope Pushdown",,"",2,"normal",24.95,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Press (Machine)",,"",0,"normal",27.22,9,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Press (Machine)",,"",1,"normal",27.22,8,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Chest Press (Machine)",,"",2,"normal",27.22,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Incline Bench Press (Dumbbell)",,"",0,"normal",22.68,12,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.68,7,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Incline Bench Press (Dumbbell)",,"",2,"normal",27.22,11,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Incline Bench Press (Dumbbell)",,"",3,"normal",31.75,5,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Extension (Machine)",,"",0,"normal",15.88,15,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Extension (Machine)",,"",1,"normal",18.14,15,,,
"Push Day","9 Dec 2025, 12:30","9 Dec 2025, 13:41","","Triceps Extension (Machine)",,"",2,"normal",20.41,12,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Goblet Squat",,"",0,"normal",13.61,20,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Goblet Squat",,"",1,"normal",13.61,15,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Preacher Curl (Machine)",,"",0,"normal",18.14,13,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Preacher Curl (Machine)",,"",1,"normal",18.14,10,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Chest Fly (Machine)",,"",0,"normal",22.68,22,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Chest Fly (Machine)",,"",1,"normal",22.68,20,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Seated Row (Machine)",,"",0,"normal",18.14,20,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Seated Row (Machine)",,"",1,"normal",18.14,20,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Triceps Rope Pushdown",,"",0,"normal",18.14,20,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Triceps Rope Pushdown",,"",1,"normal",18.14,18,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Lat Pulldown (Cable)",,"",0,"normal",29.48,15,,,
"Morning workout ☀️","8 Dec 2025, 12:18","8 Dec 2025, 12:59","","Lat Pulldown (Cable)",,"",1,"normal",29.48,15,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,8,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Bicep Curl (Dumbbell)",,"",2,"normal",18.14,15,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",27.22,15,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",38.56,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",38.56,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",38.56,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Lat Pulldown (Cable)",,"",0,"normal",36.29,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Lat Pulldown (Cable)",,"",1,"normal",36.29,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Lat Pulldown (Cable)",,"",2,"normal",38.56,11,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Hammer Curl (Cable)",,"",0,"normal",29.48,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Hammer Curl (Cable)",,"",1,"normal",29.48,10,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Hammer Curl (Cable)",,"",2,"normal",27.22,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",29.48,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",29.48,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",29.48,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Preacher Curl (Machine)",,"",0,"normal",22.68,11,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","Preacher Curl (Machine)",,"",1,"normal",22.68,8,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","T Bar Row",,"Base weight is 40 lbs",0,"normal",29.48,12,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","T Bar Row",,"Base weight is 40 lbs",1,"normal",29.48,11,,,
"Pull Day","4 Dec 2025, 11:39","4 Dec 2025, 12:45","","T Bar Row",,"Base weight is 40 lbs",2,"normal",29.48,9,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,20,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Lateral Raise (Dumbbell)",,"",1,"normal",9.07,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Lateral Raise (Dumbbell)",,"",2,"normal",9.07,15,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Front Raise (Dumbbell)",0,"",0,"normal",9.07,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Front Raise (Dumbbell)",0,"",1,"normal",8.16,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Front Raise (Dumbbell)",0,"",2,"normal",4.54,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Fly (Machine)",,"",0,"normal",31.75,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Fly (Machine)",,"",1,"normal",27.22,15,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Fly (Machine)",,"",2,"normal",27.22,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Seated Shoulder Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Seated Shoulder Press (Machine)",,"",1,"normal",27.22,11,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Seated Shoulder Press (Machine)",,"",2,"normal",27.22,8,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Rope Pushdown",,"",0,"normal",24.95,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Rope Pushdown",,"",1,"normal",22.68,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Rope Pushdown",,"",2,"normal",22.68,13,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Press (Machine)",,"",1,"normal",27.22,10,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Chest Press (Machine)",,"",2,"normal",27.22,8,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,15,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.68,13,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Incline Bench Press (Dumbbell)",,"",2,"normal",27.22,11,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Incline Bench Press (Dumbbell)",,"",3,"normal",31.75,5,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Extension (Machine)",,"",0,"normal",15.88,15,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Extension (Machine)",,"",1,"normal",18.14,15,,,
"Push Day","3 Dec 2025, 12:06","3 Dec 2025, 13:33","","Triceps Extension (Machine)",,"",2,"normal",20.41,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Hip Thrust (Machine)",,"",0,"normal",43.09,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Hip Thrust (Machine)",,"",1,"normal",52.16,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Hip Thrust (Machine)",,"",2,"normal",61.24,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Calf Raise",,"",0,"normal",20.41,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Calf Raise",,"",1,"normal",22.68,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Calf Raise",,"",2,"normal",24.95,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Leg Curl (Machine)",,"",0,"normal",34.02,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Leg Curl (Machine)",,"",1,"normal",36.29,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Seated Leg Curl (Machine)",,"",2,"normal",38.56,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Leg Extension (Machine)",,"",0,"normal",29.48,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Leg Extension (Machine)",,"",1,"normal",31.75,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Leg Extension (Machine)",,"",2,"normal",34.02,12,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Goblet Squat",,"",0,"normal",9.07,15,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Goblet Squat",,"",1,"normal",11.34,15,,,
"Leg day","2 Dec 2025, 12:23","2 Dec 2025, 13:11","","Goblet Squat",,"",2,"normal",13.61,15,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Bicep Curl (Dumbbell)",,"",1,"normal",20.41,9,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",36.29,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",38.56,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",38.56,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Back Extension (Weighted Hyperextension)",,"",0,"normal",15.88,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Back Extension (Weighted Hyperextension)",,"",1,"normal",15.88,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Back Extension (Weighted Hyperextension)",,"",2,"normal",15.88,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Hammer Curl (Cable)",,"",0,"normal",27.22,12,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Hammer Curl (Cable)",,"",1,"normal",29.48,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Hammer Curl (Cable)",,"",2,"normal",29.48,8,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Lat Pulldown (Cable)",,"",0,"normal",36.29,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Lat Pulldown (Cable)",,"",1,"normal",34.02,10,,,
"Pull Day","1 Dec 2025, 12:33","1 Dec 2025, 13:50","","Lat Pulldown (Cable)",,"",2,"normal",31.75,8,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Lat Pulldown (Cable)",,"",0,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Lat Pulldown (Cable)",,"",1,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Lat Pulldown (Cable)",,"",2,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Back Extension (Weighted Hyperextension)",,"",0,"normal",13.61,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Back Extension (Weighted Hyperextension)",,"",1,"normal",13.61,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Back Extension (Weighted Hyperextension)",,"",2,"normal",15.88,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,9,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,7,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",36.29,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Hammer Curl (Cable)",,"",0,"normal",27.22,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Hammer Curl (Cable)",,"",1,"normal",27.22,9,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Hammer Curl (Cable)",,"",2,"normal",27.22,9,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",29.48,12,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",29.48,11,,,
"Pull Day","27 Nov 2025, 10:40","27 Nov 2025, 11:57","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",29.48,9,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Lateral Raise (Dumbbell)",,"",1,"normal",9.07,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Lateral Raise (Dumbbell)",,"",2,"normal",9.07,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Upright Row (Barbell)",0,"",0,"normal",22.68,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Upright Row (Barbell)",0,"",1,"normal",22.68,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Upright Row (Barbell)",0,"",2,"normal",22.68,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Front Raise (Dumbbell)",0,"",0,"normal",9.07,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Front Raise (Dumbbell)",0,"",1,"normal",9.07,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Front Raise (Dumbbell)",0,"",2,"normal",9.07,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Chest Fly (Machine)",,"",0,"normal",34.02,11,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Chest Fly (Machine)",,"",1,"normal",34.02,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Chest Fly (Machine)",,"",2,"normal",34.02,9,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Seated Shoulder Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Seated Shoulder Press (Machine)",,"",1,"normal",27.22,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Seated Shoulder Press (Machine)",,"",2,"normal",29.48,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Triceps Rope Pushdown",,"",0,"normal",24.95,12,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Triceps Rope Pushdown",,"",1,"normal",24.95,11,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Triceps Rope Pushdown",,"",2,"normal",22.68,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Chest Press (Machine)",,"",0,"normal",27.22,10,,,
"Push Day","26 Nov 2025, 12:42","26 Nov 2025, 13:49","","Chest Press (Machine)",,"",1,"normal",22.68,10,,,
